Item_Number,Name,Year,Theme,Subtheme,Pieces,Minifigures,USD_MSRP,set_num,current_price
71008,Sheriff,2015,Collectable Minifigures,Series 13,8.0,1.0,3.99,71008,
71008,Sheriff,2015,Collectable Minifigures,Series 13,8.0,1.0,3.99,71008,
71008,Sheriff,2015,Collectable Minifigures,Series 13,8.0,1.0,3.99,71008,
71008,Sheriff,2015,Collectable Minifigures,Series 13,8.0,1.0,3.99,71008,
71008,Sheriff,2015,Collectable Minifigures,Series 13,8.0,1.0,3.99,71008,
71008,Sheriff,2015,Collectable Minifigures,Series 13,8.0,1.0,3.99,71008,
71008,Sheriff,2015,Collectable Minifigures,Series 13,8.0,1.0,3.99,71008,
71008,Sheriff,2015,Collectable Minifigures,Series 13,8.0,1.0,3.99,71008,125.0
71008,Sheriff,2015,Collectable Minifigures,Series 13,8.0,1.0,3.99,71008,
71008,Sheriff,2015,Collectable Minifigures,Series 13,8.0,1.0,3.99,71008,
71008,Sheriff,2015,Collectable Minifigures,Series 13,8.0,1.0,3.99,71008,
71008,Sheriff,2015,Collectable Minifigures,Series 13,8.0,1.0,3.99,71008,
71008,Sheriff,2015,Collectable Minifigures,Series 13,8.0,1.0,3.99,71008,
71008,Sheriff,2015,Collectable Minifigures,Series 13,8.0,1.0,3.99,71008,
71008,Sheriff,2015,Collectable Minifigures,Series 13,8.0,1.0,3.99,71008,
71008,Unicorn Girl,2015,Collectable Minifigures,Series 13,6.0,1.0,3.99,71008,
71008,Unicorn Girl,2015,Collectable Minifigures,Series 13,6.0,1.0,3.99,71008,
71008,Unicorn Girl,2015,Collectable Minifigures,Series 13,6.0,1.0,3.99,71008,
71008,Unicorn Girl,2015,Collectable Minifigures,Series 13,6.0,1.0,3.99,71008,
71008,Unicorn Girl,2015,Collectable Minifigures,Series 13,6.0,1.0,3.99,71008,
71008,Unicorn Girl,2015,Collectable Minifigures,Series 13,6.0,1.0,3.99,71008,
71008,Unicorn Girl,2015,Collectable Minifigures,Series 13,6.0,1.0,3.99,71008,
71008,Unicorn Girl,2015,Collectable Minifigures,Series 13,6.0,1.0,3.99,71008,
71008,Unicorn Girl,2015,Collectable Minifigures,Series 13,6.0,1.0,3.99,71008,
71008,Unicorn Girl,2015,Collectable Minifigures,Series 13,6.0,1.0,3.99,71008,
71008,Unicorn Girl,2015,Collectable Minifigures,Series 13,6.0,1.0,3.99,71008,
71008,Unicorn Girl,2015,Collectable Minifigures,Series 13,6.0,1.0,3.99,71008,125.0
71008,Unicorn Girl,2015,Collectable Minifigures,Series 13,6.0,1.0,3.99,71008,
71008,Unicorn Girl,2015,Collectable Minifigures,Series 13,6.0,1.0,3.99,71008,
71008,Unicorn Girl,2015,Collectable Minifigures,Series 13,6.0,1.0,3.99,71008,
71008,Unicorn Girl,2015,Collectable Minifigures,Series 13,6.0,1.0,3.99,71008,
71008,Unicorn Girl,2015,Collectable Minifigures,Series 13,6.0,1.0,3.99,71008,
71008,Unicorn Girl,2015,Collectable Minifigures,Series 13,6.0,1.0,3.99,71008,
71008,Unicorn Girl,2015,Collectable Minifigures,Series 13,6.0,1.0,3.99,71008,
71008,Snake Charmer,2015,Collectable Minifigures,Series 13,7.0,1.0,3.99,71008,
71008,Snake Charmer,2015,Collectable Minifigures,Series 13,7.0,1.0,3.99,71008,
71008,Snake Charmer,2015,Collectable Minifigures,Series 13,7.0,1.0,3.99,71008,
71008,Snake Charmer,2015,Collectable Minifigures,Series 13,7.0,1.0,3.99,71008,
71008,Snake Charmer,2015,Collectable Minifigures,Series 13,7.0,1.0,3.99,71008,
71008,Snake Charmer,2015,Collectable Minifigures,Series 13,7.0,1.0,3.99,71008,
71008,Snake Charmer,2015,Collectable Minifigures,Series 13,7.0,1.0,3.99,71008,
71008,Snake Charmer,2015,Collectable Minifigures,Series 13,7.0,1.0,3.99,71008,
71008,Snake Charmer,2015,Collectable Minifigures,Series 13,7.0,1.0,3.99,71008,
71008,Snake Charmer,2015,Collectable Minifigures,Series 13,7.0,1.0,3.99,71008,
71008,Snake Charmer,2015,Collectable Minifigures,Series 13,7.0,1.0,3.99,71008,
71008,Snake Charmer,2015,Collectable Minifigures,Series 13,7.0,1.0,3.99,71008,125.0
71008,Snake Charmer,2015,Collectable Minifigures,Series 13,7.0,1.0,3.99,71008,
71008,Snake Charmer,2015,Collectable Minifigures,Series 13,7.0,1.0,3.99,71008,
71008,Snake Charmer,2015,Collectable Minifigures,Series 13,7.0,1.0,3.99,71008,
71008,Snake Charmer,2015,Collectable Minifigures,Series 13,7.0,1.0,3.99,71008,
71008,Snake Charmer,2015,Collectable Minifigures,Series 13,7.0,1.0,3.99,71008,
71008,Snake Charmer,2015,Collectable Minifigures,Series 13,7.0,1.0,3.99,71008,
71008,Snake Charmer,2015,Collectable Minifigures,Series 13,7.0,1.0,3.99,71008,
71008,Goblin,2015,Collectable Minifigures,Series 13,7.0,1.0,3.99,71008,
71008,Goblin,2015,Collectable Minifigures,Series 13,7.0,1.0,3.99,71008,
71008,Goblin,2015,Collectable Minifigures,Series 13,7.0,1.0,3.99,71008,
71008,Goblin,2015,Collectable Minifigures,Series 13,7.0,1.0,3.99,71008,
71008,Goblin,2015,Collectable Minifigures,Series 13,7.0,1.0,3.99,71008,
71008,Goblin,2015,Collectable Minifigures,Series 13,7.0,1.0,3.99,71008,
71008,Goblin,2015,Collectable Minifigures,Series 13,7.0,1.0,3.99,71008,
71008,Goblin,2015,Collectable Minifigures,Series 13,7.0,1.0,3.99,71008,
71008,Goblin,2015,Collectable Minifigures,Series 13,7.0,1.0,3.99,71008,
71008,Goblin,2015,Collectable Minifigures,Series 13,7.0,1.0,3.99,71008,
71008,Goblin,2015,Collectable Minifigures,Series 13,7.0,1.0,3.99,71008,
71008,Goblin,2015,Collectable Minifigures,Series 13,7.0,1.0,3.99,71008,125.0
71008,Goblin,2015,Collectable Minifigures,Series 13,7.0,1.0,3.99,71008,
71008,Goblin,2015,Collectable Minifigures,Series 13,7.0,1.0,3.99,71008,
71008,Goblin,2015,Collectable Minifigures,Series 13,7.0,1.0,3.99,71008,
71008,Goblin,2015,Collectable Minifigures,Series 13,7.0,1.0,3.99,71008,
71008,Goblin,2015,Collectable Minifigures,Series 13,7.0,1.0,3.99,71008,
71008,Goblin,2015,Collectable Minifigures,Series 13,7.0,1.0,3.99,71008,
71008,Goblin,2015,Collectable Minifigures,Series 13,7.0,1.0,3.99,71008,
71008,Paleontologist,2015,Collectable Minifigures,Series 13,7.0,1.0,3.99,71008,
71008,Paleontologist,2015,Collectable Minifigures,Series 13,7.0,1.0,3.99,71008,
71008,Paleontologist,2015,Collectable Minifigures,Series 13,7.0,1.0,3.99,71008,
71008,Paleontologist,2015,Collectable Minifigures,Series 13,7.0,1.0,3.99,71008,
71008,Paleontologist,2015,Collectable Minifigures,Series 13,7.0,1.0,3.99,71008,
71008,Paleontologist,2015,Collectable Minifigures,Series 13,7.0,1.0,3.99,71008,
71008,Paleontologist,2015,Collectable Minifigures,Series 13,7.0,1.0,3.99,71008,
71008,Paleontologist,2015,Collectable Minifigures,Series 13,7.0,1.0,3.99,71008,
71008,Paleontologist,2015,Collectable Minifigures,Series 13,7.0,1.0,3.99,71008,
71008,Paleontologist,2015,Collectable Minifigures,Series 13,7.0,1.0,3.99,71008,
71008,Paleontologist,2015,Collectable Minifigures,Series 13,7.0,1.0,3.99,71008,
71008,Paleontologist,2015,Collectable Minifigures,Series 13,7.0,1.0,3.99,71008,125.0
71008,Paleontologist,2015,Collectable Minifigures,Series 13,7.0,1.0,3.99,71008,
71008,Paleontologist,2015,Collectable Minifigures,Series 13,7.0,1.0,3.99,71008,
71008,Paleontologist,2015,Collectable Minifigures,Series 13,7.0,1.0,3.99,71008,
71008,Paleontologist,2015,Collectable Minifigures,Series 13,7.0,1.0,3.99,71008,
71008,Paleontologist,2015,Collectable Minifigures,Series 13,7.0,1.0,3.99,71008,
71008,Paleontologist,2015,Collectable Minifigures,Series 13,7.0,1.0,3.99,71008,
71008,Paleontologist,2015,Collectable Minifigures,Series 13,7.0,1.0,3.99,71008,
71008,Alien Trooper,2015,Collectable Minifigures,Series 13,6.0,1.0,3.99,71008,
71008,Alien Trooper,2015,Collectable Minifigures,Series 13,6.0,1.0,3.99,71008,
71008,Alien Trooper,2015,Collectable Minifigures,Series 13,6.0,1.0,3.99,71008,
71008,Alien Trooper,2015,Collectable Minifigures,Series 13,6.0,1.0,3.99,71008,
71008,Alien Trooper,2015,Collectable Minifigures,Series 13,6.0,1.0,3.99,71008,
71008,Alien Trooper,2015,Collectable Minifigures,Series 13,6.0,1.0,3.99,71008,
71008,Alien Trooper,2015,Collectable Minifigures,Series 13,6.0,1.0,3.99,71008,
71008,Alien Trooper,2015,Collectable Minifigures,Series 13,6.0,1.0,3.99,71008,
71008,Alien Trooper,2015,Collectable Minifigures,Series 13,6.0,1.0,3.99,71008,
71008,Alien Trooper,2015,Collectable Minifigures,Series 13,6.0,1.0,3.99,71008,
71008,Alien Trooper,2015,Collectable Minifigures,Series 13,6.0,1.0,3.99,71008,
71008,Alien Trooper,2015,Collectable Minifigures,Series 13,6.0,1.0,3.99,71008,125.0
71008,Alien Trooper,2015,Collectable Minifigures,Series 13,6.0,1.0,3.99,71008,
71008,Alien Trooper,2015,Collectable Minifigures,Series 13,6.0,1.0,3.99,71008,
71008,Alien Trooper,2015,Collectable Minifigures,Series 13,6.0,1.0,3.99,71008,
71008,Alien Trooper,2015,Collectable Minifigures,Series 13,6.0,1.0,3.99,71008,
71008,Alien Trooper,2015,Collectable Minifigures,Series 13,6.0,1.0,3.99,71008,
71008,Alien Trooper,2015,Collectable Minifigures,Series 13,6.0,1.0,3.99,71008,
71008,Alien Trooper,2015,Collectable Minifigures,Series 13,6.0,1.0,3.99,71008,
71008,Egyptian Warrior,2015,Collectable Minifigures,Series 13,7.0,1.0,3.99,71008,
71008,Egyptian Warrior,2015,Collectable Minifigures,Series 13,7.0,1.0,3.99,71008,
71008,Egyptian Warrior,2015,Collectable Minifigures,Series 13,7.0,1.0,3.99,71008,
71008,Egyptian Warrior,2015,Collectable Minifigures,Series 13,7.0,1.0,3.99,71008,
71008,Egyptian Warrior,2015,Collectable Minifigures,Series 13,7.0,1.0,3.99,71008,
71008,Egyptian Warrior,2015,Collectable Minifigures,Series 13,7.0,1.0,3.99,71008,
71008,Egyptian Warrior,2015,Collectable Minifigures,Series 13,7.0,1.0,3.99,71008,
71008,Egyptian Warrior,2015,Collectable Minifigures,Series 13,7.0,1.0,3.99,71008,
71008,Egyptian Warrior,2015,Collectable Minifigures,Series 13,7.0,1.0,3.99,71008,
71008,Egyptian Warrior,2015,Collectable Minifigures,Series 13,7.0,1.0,3.99,71008,
71008,Egyptian Warrior,2015,Collectable Minifigures,Series 13,7.0,1.0,3.99,71008,
71008,Egyptian Warrior,2015,Collectable Minifigures,Series 13,7.0,1.0,3.99,71008,125.0
71008,Egyptian Warrior,2015,Collectable Minifigures,Series 13,7.0,1.0,3.99,71008,
71008,Egyptian Warrior,2015,Collectable Minifigures,Series 13,7.0,1.0,3.99,71008,
71008,Egyptian Warrior,2015,Collectable Minifigures,Series 13,7.0,1.0,3.99,71008,
71008,Egyptian Warrior,2015,Collectable Minifigures,Series 13,7.0,1.0,3.99,71008,
71008,Egyptian Warrior,2015,Collectable Minifigures,Series 13,7.0,1.0,3.99,71008,
71008,Egyptian Warrior,2015,Collectable Minifigures,Series 13,7.0,1.0,3.99,71008,
71008,Egyptian Warrior,2015,Collectable Minifigures,Series 13,7.0,1.0,3.99,71008,
71008,Carpenter,2015,Collectable Minifigures,Series 13,7.0,1.0,3.99,71008,
71008,Carpenter,2015,Collectable Minifigures,Series 13,7.0,1.0,3.99,71008,
71008,Carpenter,2015,Collectable Minifigures,Series 13,7.0,1.0,3.99,71008,
71008,Carpenter,2015,Collectable Minifigures,Series 13,7.0,1.0,3.99,71008,
71008,Carpenter,2015,Collectable Minifigures,Series 13,7.0,1.0,3.99,71008,
71008,Carpenter,2015,Collectable Minifigures,Series 13,7.0,1.0,3.99,71008,
71008,Carpenter,2015,Collectable Minifigures,Series 13,7.0,1.0,3.99,71008,
71008,Carpenter,2015,Collectable Minifigures,Series 13,7.0,1.0,3.99,71008,
71008,Carpenter,2015,Collectable Minifigures,Series 13,7.0,1.0,3.99,71008,
71008,Carpenter,2015,Collectable Minifigures,Series 13,7.0,1.0,3.99,71008,
71008,Carpenter,2015,Collectable Minifigures,Series 13,7.0,1.0,3.99,71008,
71008,Carpenter,2015,Collectable Minifigures,Series 13,7.0,1.0,3.99,71008,125.0
71008,Carpenter,2015,Collectable Minifigures,Series 13,7.0,1.0,3.99,71008,
71008,Carpenter,2015,Collectable Minifigures,Series 13,7.0,1.0,3.99,71008,
71008,Carpenter,2015,Collectable Minifigures,Series 13,7.0,1.0,3.99,71008,
71008,Carpenter,2015,Collectable Minifigures,Series 13,7.0,1.0,3.99,71008,
71008,Carpenter,2015,Collectable Minifigures,Series 13,7.0,1.0,3.99,71008,
71008,Carpenter,2015,Collectable Minifigures,Series 13,7.0,1.0,3.99,71008,
71008,Carpenter,2015,Collectable Minifigures,Series 13,7.0,1.0,3.99,71008,
71008,Evil Wizard,2015,Collectable Minifigures,Series 13,10.0,1.0,3.99,71008,
71008,Evil Wizard,2015,Collectable Minifigures,Series 13,10.0,1.0,3.99,71008,
71008,Evil Wizard,2015,Collectable Minifigures,Series 13,10.0,1.0,3.99,71008,
71008,Evil Wizard,2015,Collectable Minifigures,Series 13,10.0,1.0,3.99,71008,
71008,Evil Wizard,2015,Collectable Minifigures,Series 13,10.0,1.0,3.99,71008,
71008,Evil Wizard,2015,Collectable Minifigures,Series 13,10.0,1.0,3.99,71008,
71008,Evil Wizard,2015,Collectable Minifigures,Series 13,10.0,1.0,3.99,71008,
71008,Evil Wizard,2015,Collectable Minifigures,Series 13,10.0,1.0,3.99,71008,
71008,Evil Wizard,2015,Collectable Minifigures,Series 13,10.0,1.0,3.99,71008,
71008,Evil Wizard,2015,Collectable Minifigures,Series 13,10.0,1.0,3.99,71008,
71008,Evil Wizard,2015,Collectable Minifigures,Series 13,10.0,1.0,3.99,71008,
71008,Evil Wizard,2015,Collectable Minifigures,Series 13,10.0,1.0,3.99,71008,125.0
71008,Evil Wizard,2015,Collectable Minifigures,Series 13,10.0,1.0,3.99,71008,
71008,Evil Wizard,2015,Collectable Minifigures,Series 13,10.0,1.0,3.99,71008,
71008,Evil Wizard,2015,Collectable Minifigures,Series 13,10.0,1.0,3.99,71008,
71008,Evil Wizard,2015,Collectable Minifigures,Series 13,10.0,1.0,3.99,71008,
71008,Evil Wizard,2015,Collectable Minifigures,Series 13,10.0,1.0,3.99,71008,
71008,Evil Wizard,2015,Collectable Minifigures,Series 13,10.0,1.0,3.99,71008,
71008,Evil Wizard,2015,Collectable Minifigures,Series 13,10.0,1.0,3.99,71008,
71008,Fencer,2015,Collectable Minifigures,Series 13,6.0,1.0,3.99,71008,
71008,Fencer,2015,Collectable Minifigures,Series 13,6.0,1.0,3.99,71008,
71008,Fencer,2015,Collectable Minifigures,Series 13,6.0,1.0,3.99,71008,
71008,Fencer,2015,Collectable Minifigures,Series 13,6.0,1.0,3.99,71008,
71008,Fencer,2015,Collectable Minifigures,Series 13,6.0,1.0,3.99,71008,
71008,Fencer,2015,Collectable Minifigures,Series 13,6.0,1.0,3.99,71008,
71008,Fencer,2015,Collectable Minifigures,Series 13,6.0,1.0,3.99,71008,
71008,Fencer,2015,Collectable Minifigures,Series 13,6.0,1.0,3.99,71008,
71008,Fencer,2015,Collectable Minifigures,Series 13,6.0,1.0,3.99,71008,
71008,Fencer,2015,Collectable Minifigures,Series 13,6.0,1.0,3.99,71008,
71008,Fencer,2015,Collectable Minifigures,Series 13,6.0,1.0,3.99,71008,
71008,Fencer,2015,Collectable Minifigures,Series 13,6.0,1.0,3.99,71008,125.0
71008,Fencer,2015,Collectable Minifigures,Series 13,6.0,1.0,3.99,71008,
71008,Fencer,2015,Collectable Minifigures,Series 13,6.0,1.0,3.99,71008,
71008,Fencer,2015,Collectable Minifigures,Series 13,6.0,1.0,3.99,71008,
71008,Fencer,2015,Collectable Minifigures,Series 13,6.0,1.0,3.99,71008,
71008,Fencer,2015,Collectable Minifigures,Series 13,6.0,1.0,3.99,71008,
71008,Fencer,2015,Collectable Minifigures,Series 13,6.0,1.0,3.99,71008,
71008,Fencer,2015,Collectable Minifigures,Series 13,6.0,1.0,3.99,71008,
71008,Samurai,2015,Collectable Minifigures,Series 13,8.0,1.0,3.99,71008,
71008,Samurai,2015,Collectable Minifigures,Series 13,8.0,1.0,3.99,71008,
71008,Samurai,2015,Collectable Minifigures,Series 13,8.0,1.0,3.99,71008,
71008,Samurai,2015,Collectable Minifigures,Series 13,8.0,1.0,3.99,71008,
71008,Samurai,2015,Collectable Minifigures,Series 13,8.0,1.0,3.99,71008,
71008,Samurai,2015,Collectable Minifigures,Series 13,8.0,1.0,3.99,71008,
71008,Samurai,2015,Collectable Minifigures,Series 13,8.0,1.0,3.99,71008,
71008,Samurai,2015,Collectable Minifigures,Series 13,8.0,1.0,3.99,71008,
71008,Samurai,2015,Collectable Minifigures,Series 13,8.0,1.0,3.99,71008,
71008,Samurai,2015,Collectable Minifigures,Series 13,8.0,1.0,3.99,71008,
71008,Samurai,2015,Collectable Minifigures,Series 13,8.0,1.0,3.99,71008,
71008,Samurai,2015,Collectable Minifigures,Series 13,8.0,1.0,3.99,71008,125.0
71008,Samurai,2015,Collectable Minifigures,Series 13,8.0,1.0,3.99,71008,
71008,Samurai,2015,Collectable Minifigures,Series 13,8.0,1.0,3.99,71008,
71008,Samurai,2015,Collectable Minifigures,Series 13,8.0,1.0,3.99,71008,
71008,Samurai,2015,Collectable Minifigures,Series 13,8.0,1.0,3.99,71008,
71008,Samurai,2015,Collectable Minifigures,Series 13,8.0,1.0,3.99,71008,
71008,Samurai,2015,Collectable Minifigures,Series 13,8.0,1.0,3.99,71008,
71008,Samurai,2015,Collectable Minifigures,Series 13,8.0,1.0,3.99,71008,
71008,Disco Diva,2015,Collectable Minifigures,Series 13,8.0,1.0,3.99,71008,
71008,Disco Diva,2015,Collectable Minifigures,Series 13,8.0,1.0,3.99,71008,
71008,Disco Diva,2015,Collectable Minifigures,Series 13,8.0,1.0,3.99,71008,
71008,Disco Diva,2015,Collectable Minifigures,Series 13,8.0,1.0,3.99,71008,
71008,Disco Diva,2015,Collectable Minifigures,Series 13,8.0,1.0,3.99,71008,
71008,Disco Diva,2015,Collectable Minifigures,Series 13,8.0,1.0,3.99,71008,
71008,Disco Diva,2015,Collectable Minifigures,Series 13,8.0,1.0,3.99,71008,
71008,Disco Diva,2015,Collectable Minifigures,Series 13,8.0,1.0,3.99,71008,
71008,Disco Diva,2015,Collectable Minifigures,Series 13,8.0,1.0,3.99,71008,
71008,Disco Diva,2015,Collectable Minifigures,Series 13,8.0,1.0,3.99,71008,
71008,Disco Diva,2015,Collectable Minifigures,Series 13,8.0,1.0,3.99,71008,
71008,Disco Diva,2015,Collectable Minifigures,Series 13,8.0,1.0,3.99,71008,125.0
71008,Disco Diva,2015,Collectable Minifigures,Series 13,8.0,1.0,3.99,71008,
71008,Disco Diva,2015,Collectable Minifigures,Series 13,8.0,1.0,3.99,71008,
71008,Disco Diva,2015,Collectable Minifigures,Series 13,8.0,1.0,3.99,71008,
71008,Disco Diva,2015,Collectable Minifigures,Series 13,8.0,1.0,3.99,71008,
71008,Disco Diva,2015,Collectable Minifigures,Series 13,8.0,1.0,3.99,71008,
71008,Disco Diva,2015,Collectable Minifigures,Series 13,8.0,1.0,3.99,71008,
71008,Disco Diva,2015,Collectable Minifigures,Series 13,8.0,1.0,3.99,71008,
71008,Hot Dog Man,2015,Collectable Minifigures,Series 13,5.0,1.0,3.99,71008,
71008,Hot Dog Man,2015,Collectable Minifigures,Series 13,5.0,1.0,3.99,71008,
71008,Hot Dog Man,2015,Collectable Minifigures,Series 13,5.0,1.0,3.99,71008,
71008,Hot Dog Man,2015,Collectable Minifigures,Series 13,5.0,1.0,3.99,71008,
71008,Hot Dog Man,2015,Collectable Minifigures,Series 13,5.0,1.0,3.99,71008,
71008,Hot Dog Man,2015,Collectable Minifigures,Series 13,5.0,1.0,3.99,71008,
71008,Hot Dog Man,2015,Collectable Minifigures,Series 13,5.0,1.0,3.99,71008,
71008,Hot Dog Man,2015,Collectable Minifigures,Series 13,5.0,1.0,3.99,71008,
71008,Hot Dog Man,2015,Collectable Minifigures,Series 13,5.0,1.0,3.99,71008,
71008,Hot Dog Man,2015,Collectable Minifigures,Series 13,5.0,1.0,3.99,71008,
71008,Hot Dog Man,2015,Collectable Minifigures,Series 13,5.0,1.0,3.99,71008,
71008,Hot Dog Man,2015,Collectable Minifigures,Series 13,5.0,1.0,3.99,71008,125.0
71008,Hot Dog Man,2015,Collectable Minifigures,Series 13,5.0,1.0,3.99,71008,
71008,Hot Dog Man,2015,Collectable Minifigures,Series 13,5.0,1.0,3.99,71008,
71008,Hot Dog Man,2015,Collectable Minifigures,Series 13,5.0,1.0,3.99,71008,
71008,Hot Dog Man,2015,Collectable Minifigures,Series 13,5.0,1.0,3.99,71008,
71008,Hot Dog Man,2015,Collectable Minifigures,Series 13,5.0,1.0,3.99,71008,
71008,Hot Dog Man,2015,Collectable Minifigures,Series 13,5.0,1.0,3.99,71008,
71008,Hot Dog Man,2015,Collectable Minifigures,Series 13,5.0,1.0,3.99,71008,
71008,Lady Cyclops,2015,Collectable Minifigures,Series 13,6.0,1.0,3.99,71008,
71008,Lady Cyclops,2015,Collectable Minifigures,Series 13,6.0,1.0,3.99,71008,
71008,Lady Cyclops,2015,Collectable Minifigures,Series 13,6.0,1.0,3.99,71008,
71008,Lady Cyclops,2015,Collectable Minifigures,Series 13,6.0,1.0,3.99,71008,
71008,Lady Cyclops,2015,Collectable Minifigures,Series 13,6.0,1.0,3.99,71008,
71008,Lady Cyclops,2015,Collectable Minifigures,Series 13,6.0,1.0,3.99,71008,
71008,Lady Cyclops,2015,Collectable Minifigures,Series 13,6.0,1.0,3.99,71008,
71008,Lady Cyclops,2015,Collectable Minifigures,Series 13,6.0,1.0,3.99,71008,
71008,Lady Cyclops,2015,Collectable Minifigures,Series 13,6.0,1.0,3.99,71008,
71008,Lady Cyclops,2015,Collectable Minifigures,Series 13,6.0,1.0,3.99,71008,
71008,Lady Cyclops,2015,Collectable Minifigures,Series 13,6.0,1.0,3.99,71008,
71008,Lady Cyclops,2015,Collectable Minifigures,Series 13,6.0,1.0,3.99,71008,125.0
71008,Lady Cyclops,2015,Collectable Minifigures,Series 13,6.0,1.0,3.99,71008,
71008,Lady Cyclops,2015,Collectable Minifigures,Series 13,6.0,1.0,3.99,71008,
71008,Lady Cyclops,2015,Collectable Minifigures,Series 13,6.0,1.0,3.99,71008,
71008,Lady Cyclops,2015,Collectable Minifigures,Series 13,6.0,1.0,3.99,71008,
71008,Lady Cyclops,2015,Collectable Minifigures,Series 13,6.0,1.0,3.99,71008,
71008,Lady Cyclops,2015,Collectable Minifigures,Series 13,6.0,1.0,3.99,71008,
71008,Lady Cyclops,2015,Collectable Minifigures,Series 13,6.0,1.0,3.99,71008,
71008,Galaxy Trooper,2015,Collectable Minifigures,Series 13,8.0,1.0,3.99,71008,
71008,Galaxy Trooper,2015,Collectable Minifigures,Series 13,8.0,1.0,3.99,71008,
71008,Galaxy Trooper,2015,Collectable Minifigures,Series 13,8.0,1.0,3.99,71008,
71008,Galaxy Trooper,2015,Collectable Minifigures,Series 13,8.0,1.0,3.99,71008,
71008,Galaxy Trooper,2015,Collectable Minifigures,Series 13,8.0,1.0,3.99,71008,
71008,Galaxy Trooper,2015,Collectable Minifigures,Series 13,8.0,1.0,3.99,71008,
71008,Galaxy Trooper,2015,Collectable Minifigures,Series 13,8.0,1.0,3.99,71008,
71008,Galaxy Trooper,2015,Collectable Minifigures,Series 13,8.0,1.0,3.99,71008,
71008,Galaxy Trooper,2015,Collectable Minifigures,Series 13,8.0,1.0,3.99,71008,
71008,Galaxy Trooper,2015,Collectable Minifigures,Series 13,8.0,1.0,3.99,71008,
71008,Galaxy Trooper,2015,Collectable Minifigures,Series 13,8.0,1.0,3.99,71008,
71008,Galaxy Trooper,2015,Collectable Minifigures,Series 13,8.0,1.0,3.99,71008,125.0
71008,Galaxy Trooper,2015,Collectable Minifigures,Series 13,8.0,1.0,3.99,71008,
71008,Galaxy Trooper,2015,Collectable Minifigures,Series 13,8.0,1.0,3.99,71008,
71008,Galaxy Trooper,2015,Collectable Minifigures,Series 13,8.0,1.0,3.99,71008,
71008,Galaxy Trooper,2015,Collectable Minifigures,Series 13,8.0,1.0,3.99,71008,
71008,Galaxy Trooper,2015,Collectable Minifigures,Series 13,8.0,1.0,3.99,71008,
71008,Galaxy Trooper,2015,Collectable Minifigures,Series 13,8.0,1.0,3.99,71008,
71008,Galaxy Trooper,2015,Collectable Minifigures,Series 13,8.0,1.0,3.99,71008,
