Item_Number,Name,Year,Theme,Subtheme,Pieces,Minifigures,USD_MSRP,Current_Price
76025,Green Lantern vs. Sinestro,2015,DC Comics Super Heroes,Justice League,174.0,3.0,19.99,57.0000
76026,Gorilla Grodd Goes Bananas,2015,DC Comics Super Heroes,Justice League,347.0,6.0,49.99,65.4500
76027,Black Manta Deep Sea Strike,2015,DC Comics Super Heroes,Justice League,387.0,4.0,39.99,62.6000
76028,Darkseid Invasion,2015,DC Comics Super Heroes,Justice League,545.0,5.0,69.99,129.5000
76029,Iron Man vs. Ultron,2015,Marvel Super Heroes,Age of Ultron,90.0,4.0,12.99,39.0000
76030,Avengers Hydra Showdown,2015,Marvel Super Heroes,Age of Ultron,220.0,3.0,19.99,
76031,The Hulk Buster Smash,2015,Marvel Super Heroes,Age of Ultron,248.0,4.0,29.99,79.9900
76032,The Avengers Quinjet City Chase,2015,Marvel Super Heroes,Age of Ultron,722.0,5.0,79.99,118.2167
76034,Batboat Harbor Pursuit,2015,DC Comics Super Heroes,,264.0,3.0,29.99,75.0000
76035,Jokerland,2015,DC Comics Super Heroes,,1037.0,8.0,119.99,220.0000
76036,Carnage's Shield Sky Attack,2015,Marvel Super Heroes,,97.0,3.0,12.99,25.9700
76037,Rhino and Sandman Supervillain Team-up,2015,Marvel Super Heroes,,386.0,4.0,39.99,125.0000
76038,Attack on Avengers Tower,2015,Marvel Super Heroes,Age of Ultron,511.0,5.0,59.99,165.0000
76039,Ant-Man Final Battle,2015,Marvel Super Heroes,,183.0,3.0,19.99,79.0000
76040,Brainiac Attack,2015,DC Comics Super Heroes,Justice League,179.0,4.0,24.99,94.9525
76041,The Hydra Fortress Smash,2015,Marvel Super Heroes,Age of Ultron,405.0,5.0,49.99,109.0750
76042,SHIELD Helicarrier,2015,Marvel Super Heroes,Avengers,2996.0,17.0,349.99,425.0000
851342,Battle Pack,2015,Ninjago,,,,14.99,29.0000
851358,Holiday Bauble White Bricks,2015,Seasonal,Christmas,,,7.99,
851362,Party Set,2015,Friends,,72.0,,7.99,
853441,Mini-doll Carry Case,2015,Friends,,2.0,,14.99,
853443,VIP Cardboard Name Plate,2015,Friends,Miscellaneous,52.0,,12.99,
SDCC2015,Throne of Ultron,2015,Marvel Super Heroes,Age of Ultron,203.0,4.0,40.0,
10241,Maersk Line Triple-E,2014,Advanced Models,Maersk,1518.0,,149.99,320.0000
10242,Mini Cooper MK VII,2014,Advanced Models,Vehicles,1077.0,,99.99,220.0000
10243,Parisian Restaurant,2014,Advanced Models,Modular Buildings,2469.0,5.0,159.99,299.1191
10244,Fairground Mixer,2014,Advanced Models,Fairground,1746.0,12.0,149.99,250.0000
10245,Santa's Workshop,2014,Advanced Models,Winter Village,883.0,6.0,69.99,205.6800
10521,Baby Calf,2014,Duplo,,9.0,1.0,6.99,
10522,Farm Animals,2014,Duplo,,12.0,,9.99,18.2200
10524,Farm Tractor,2014,Duplo,,29.0,1.0,19.99,
10525,Big Farm,2014,Duplo,,121.0,2.0,59.99,
10526,Peter Pan's Visit,2014,Duplo,Jake and the Never Land Pirates,39.0,2.0,29.99,
10527,Ambulance,2014,Duplo,,14.0,1.0,14.99,
10528,School Bus,2014,Duplo,,26.0,3.0,19.99,
10529,Truck,2014,Duplo,,16.0,1.0,14.99,
10532,My First Police Set,2014,Duplo,,39.0,2.0,24.99,
10538,Fire and Rescue Team,2014,Duplo,Planes,30.0,,29.99,
10539,Beach Racing,2014,Duplo,Jake and the Never Land Pirates,37.0,1.0,24.99,
10542,Sleeping Beauty's Fairy Tale,2014,Duplo,Disney Princess,55.0,2.0,34.99,55.5500
10543,Superman Rescue,2014,Duplo,,19.0,1.0,19.99,
10544,The Joker Challenge,2014,Duplo,,40.0,2.0,29.99,
10545,Batcave Adventure,2014,Duplo,,59.0,2.0,49.99,
10546,My First Shop,2014,Duplo,,39.0,2.0,24.99,
10565,Creative Suitcase,2014,Duplo,,135.0,,59.99,
10566,Creative Picnic,2014,Duplo,,52.0,,24.99,
10567,Toddler Build and Boat Fun,2014,Duplo,,18.0,,19.99,14.9900
10568,Knight Tournament,2014,Duplo,,16.0,,9.99,
10569,Treasure Attack,2014,Duplo,,46.0,3.0,29.99,
10570,All-in-One Gift Set,2014,Duplo,,30.0,,14.99,
10571,All-in-One-Pink-Box-of-Fun,2014,Duplo,,65.0,1.0,29.99,36.0000
10572,All-in-One-Box-of-Fun,2014,Duplo,,65.0,1.0,29.99,
10573,Creative Animals,2014,Duplo,,25.0,,14.99,
10574,Creative Ice Cream,2014,Duplo,,24.0,,14.99,
10575,Creative Building Cube,2014,Duplo,,75.0,,29.99,
10576,Zoo Care,2014,Duplo,,9.0,1.0,6.99,
10577,Big Royal Castle,2014,Duplo,,135.0,,59.99,
10579,Clubhouse Cafe,2014,Duplo,,16.0,,12.99,
10580,Deluxe Box of Fun,2014,Duplo,,95.0,2.0,49.99,
10665,Spider-Man: Spider-Car Pursuit,2014,Juniors,,55.0,2.0,12.99,25.0000
10666,Digger,2014,Juniors,,75.0,1.0,9.99,
10667,Construction,2014,Juniors,,160.0,1.0,14.99,
10668,The Princess Play Castle,2014,Juniors,,150.0,1.0,14.99,
10669,Turtle Lair,2014,Juniors,,107.0,2.0,19.99,40.0000
10671,Fire Emergency,2014,Juniors,,123.0,2.0,19.99,
10672,Batman: Defend the Batcave,2014,Juniors,,150.0,3.0,29.99,57.0000
10673,Race Car Rally,2014,Juniors,,350.0,2.0,29.99,
10674,Pony Farm,2014,Juniors,,306.0,1.0,29.99,
10675,Police - The Big Escape,2014,Juniors,,146.0,3.0,29.99,
10676,Knights' Castle,2014,Juniors,,480.0,4.0,49.99,
10681,Creative Building Cube,2014,Bricks and More,,600.0,,,
10682,Creative Suitcase,2014,Bricks and More,,1000.0,,59.99,
21019,The Eiffel Tower,2014,Architecture,Landmark Series,321.0,,34.99,80.0000
21020,Trevi Fountain,2014,Architecture,Landmark series,731.0,,49.99,190.0000
21104,NASA Mars Science Laboratory Curiosity Rover,2014,Ideas,,295.0,,29.99,370.0000
21107,The End,2014,Minecraft,Micro World,440.0,4.0,34.99,48.9900
21108,Ghostbusters Ecto-1,2014,Ideas,,508.0,4.0,49.99,114.3024
21109,Exo-Suit,2014,Ideas,,321.0,2.0,34.99,59.0863
21110,Research Institute,2014,Ideas,,165.0,3.0,19.99,33.7935
21113,The Cave,2014,Minecraft,Minifig-scale,249.0,2.0,19.99,20.9383
21114,The Farm,2014,Minecraft,Minifig-scale,262.0,2.0,29.99,55.0000
21115,The First Night,2014,Minecraft,Minifig-scale,408.0,2.0,39.99,84.9900
21116,Crafting Box,2014,Minecraft,Minifig-scale,518.0,2.0,49.99,87.9920
21117,The Ender Dragon,2014,Minecraft,Minifig-scale,634.0,4.0,69.99,159.9900
21118,The Mine,2014,Minecraft,Minifig-scale,922.0,4.0,109.99,
21204,Town Master,2014,Fusion,,256.0,1.0,19.99,
21205,Battle Towers,2014,Fusion,,212.0,,19.99,
21206,Create and Race,2014,Fusion,,223.0,,34.99,
21208,Resort Designer,2014,Fusion,,263.0,1.0,19.99,
30068,Apple,2014,Duplo,,6.0,,2.2,2.2000
30112,Emma's Flower Stand,2014,Friends,,33.0,1.0,4.99,4.9900
30115,Jungle Boat,2014,Friends,,31.0,1.0,4.99,4.2500
30116,Rapunzel's Market Visit,2014,Disney Princess,Tangled,37.0,1.0,3.99,5.2000
30187,Fast Car ,2014,Creator,,56.0,,3.29,3.6750
30197,Snowman,2014,Creator,Seasonal,60.0,,3.99,12.0000
30227,Police Watercraft,2014,City,Police,36.0,2.0,4.99,5.0000
30229,Repair Lift ,2014,City,Traffic,40.0,1.0,3.49,13.5000
30244,Anakin's Jedi Interceptor,2014,Star Wars,Mini building set,45.0,,4.49,12.4900
30246,Imperial Shuttle,2014,Star Wars,Mini building set,57.0,,3.99,3.4742
30247,ARC-170 Starfighter,2014,Star Wars,Mini building set,54.0,,3.99,7.4779
30264,Frax' Phoenix Flyer,2014,Legends of Chima,,32.0,1.0,3.99,5.0000
30265,Worriz' Fire Bike,2014,Legends of Chima,,31.0,1.0,4.69,3.3342
30271,Mikey's Mini-Shellraiser,2014,Teenage Mutant Ninja Turtles,,47.0,1.0,4.99,14.9900
30282,Super Secret Police Enforcer ,2014,The LEGO Movie,,40.0,1.0,4.99,4.4015
30300,The Batman Tumbler,2014,DC Comics Super Heroes,The Dark Knight Trilogy,57.0,,3.99,6.9900
30301,Batwing,2014,DC Comics Super Heroes,Batman,45.0,,4.99,5.5019
30302,Spider-Man,2014,Marvel Super Heroes,Ultimate Spider-Man,45.0,1.0,3.99,6.9690
31013,Red Thunder,2014,Creator,,66.0,,4.99,13.5840
31014,Power Digger,2014,Creator,,64.0,,4.99,
31015,Emerald Express,2014,Creator,,56.0,,4.99,14.9900
31017,Sunset Speeder,2014,Creator,,119.0,,12.99,17.9900
31018,Highway Cruiser,2014,Creator,,129.0,,12.99,
31019,Forest Animals,2014,Creator,,272.0,,19.99,25.0000
31020,Twinblade Adventures,2014,Creator,,216.0,,17.99,22.0000
31021,Furry Creatures,2014,Creator,,285.0,,19.99,38.7600
31022,Turbo Quad,2014,Creator,,186.0,,24.99,30.0000
31023,Yellow Racers,2014,Creator,,328.0,,29.99,50.0000
31024,Roaring Power,2014,Creator,,374.0,,29.99,20.0000
31025,Mountain Hut,2014,Creator,,550.0,1.0,39.99,50.0000
31026,Bike Shop & Cafe,2014,Creator,,1023.0,3.0,89.99,115.0000
40085,LEGO Valentine,2014,Seasonal,Valentines,127.0,,9.99,15.0000
40086,LEGO Easter,2014,Seasonal,Easter,106.0,,9.99,27.0000
40090,Halloween Bat,2014,Seasonal,Halloween,156.0,,9.99,14.0000
40091,Thanksgiving Turkey,2014,Seasonal,Thanksgiving,125.0,,9.99,25.0000
40092,Reindeer,2014,Seasonal,Christmas,139.0,,9.99,20.0000
40093,Snowman,2014,Seasonal,Christmas,140.0,,9.99,20.0000
40094,Snowplough,2014,Promotional,Monthly Mini Model Build,46.0,,0.0,
40095,Micro Manager,2014,Promotional,Monthly Mini Model Build,50.0,,0.0,14.9900
40096,Spring Tree,2014,Promotional,Monthly Mini Model Build,,,0.0,2.2000
40097,Helicopter,2014,Promotional,Monthly Mini Model Build,44.0,,0.0,
40098,Dragon,2014,Promotional,Monthly Mini Model Build,,,0.0,12.9900
40108,Balloon Cart,2014,Creator,,66.0,2.0,4.99,19.9900
40110,LEGO City Coin Bank,2014,City,Police,122.0,1.0,14.99,16.1394
40112,Model Catwalk,2014,Friends,,144.0,,14.99,
40114,Buildable Jewellery Box,2014,Friends,,201.0,,14.99,
40115,LEGOLAND Entrance with Family,2014,Promotional,LEGOLAND,320.0,,,34.7680
40116,Hero Robot,2014,HERO Factory,,31.0,1.0,,
40118,Buildable Brick Box 2x2,2014,Miscellaneous,,203.0,1.0,16.99,30.0000
40180,Bricktober Theater,2014,Promotional,Toys R Us,164.0,,19.99,22.0000
40181,Bricktober Pizza Place,2014,Promotional,Toys R Us,139.0,,19.99,28.0000
40182,Bricktober Fire Station,2014,Promotional,Toys R Us,175.0,,19.99,28.0000
40183,Bricktober Town Hall,2014,Promotional,Toys R Us,186.0,,19.99,22.0000
41026,Sunshine Harvest,2014,Friends,,233.0,1.0,19.99,20.0000
41027,Mia's Lemonade Stand,2014,Friends,,112.0,1.0,9.99,14.6700
41028,Emma's Lifeguard Post,2014,Friends,,78.0,1.0,9.99,15.1920
41029,Stephanie's New Born Lamb,2014,Friends,,78.0,1.0,9.99,17.4800
41030,Olivia's Ice Cream Bike,2014,Friends,,98.0,1.0,9.99,20.0000
41031,Andrea's Mountain Hut,2014,Friends,,119.0,1.0,9.99,14.4560
41032,First Aid Jungle Bike,2014,Friends,Jungle Rescue,156.0,1.0,14.99,
41033,Jungle Falls Rescue,2014,Friends,Jungle Rescue,183.0,1.0,19.99,
41034,Summer Caravan,2014,Friends,,297.0,2.0,29.99,
41035,Heartlake Juice Bar,2014,Friends,,277.0,2.0,29.99,
41036,Jungle Bridge Rescue,2014,Friends,Jungle Rescue,365.0,2.0,29.99,
41037,Stephanie's Beach House,2014,Friends,,369.0,2.0,39.99,68.0000
41038,Jungle Rescue Base,2014,Friends,Jungle Rescue,472.0,2.0,59.99,
41039,Sunshine Ranch,2014,Friends,,721.0,2.0,69.99,120.0000
41040,Friends Advent Calendar,2014,Friends,Seasonal,228.0,2.0,29.99,29.9900
41041,Turtle's Little Paradise,2014,Friends,Animals series 4,43.0,,3.99,14.9800
41042,Tiger's Beautiful Temple,2014,Friends,Animals series 4,42.0,,3.99,14.9800
41043,Penguin's Playground,2014,Friends,Animals series 4,46.0,,3.99,19.9800
41044,Macaw's Fountain,2014,Friends,Animals series 5,39.0,,3.99,8.6160
41045,Orangutan's Banana Tree,2014,Friends,Animals series 5,37.0,,3.99,7.0000
41046,Brown Bear's River,2014,Friends,Animals series 5,37.0,,3.99,6.3000
41047,Seal's Little Rock,2014,Friends,Animals Series 6,37.0,,,11.4000
41048,Lion Cub's Savannah,2014,Friends,Animals Series 6,43.0,,,9.9280
41049,Panda's Bamboo,2014,Friends,Animals Series 6,47.0,,,
41050,Ariel's Amazing Treasures,2014,Disney Princess,The Little Mermaid,77.0,1.0,12.99,14.9900
41051,Merida's Highland Games,2014,Disney Princess,Brave,145.0,1.0,19.99,
41052,Ariel's Magical Kiss,2014,Disney Princess,The Little Mermaid,250.0,2.0,29.99,30.0000
41053,Cinderella's Dream Carriage,2014,Disney Princess,Cinderella,274.0,1.0,29.99,32.3840
41054,Rapunzel's Creativity Tower,2014,Disney Princess,Tangled,299.0,2.0,39.99,65.0000
41055,Cinderella's Romantic Castle,2014,Disney Princess,Cinderella,646.0,2.0,69.99,89.9900
41056,Heartlake News Van,2014,Friends,,278.0,2.0,24.99,23.9600
41057,Heartlake Horse Show,2014,Friends,,355.0,2.0,39.99,
41058,Heartlake Shopping Mall,2014,Friends,,1120.0,4.0,109.99,118.0000
41059,Jungle Tree Sanctuary,2014,Friends,Jungle Rescue,320.0,1.0,29.99,58.9900
41500,Flain,2014,Mixels,Series 1,58.0,,4.99,20.0000
41501,Vulk,2014,Mixels,Series 1,69.0,,4.99,15.0000
41502,Zorch,2014,Mixels,Series 1,45.0,,4.99,12.0000
41503,Krader,2014,Mixels,Series 1,66.0,,4.99,11.9900
41504,Seismo,2014,Mixels,Series 1,50.0,,4.99,
41505,Shuff,2014,Mixels,Series 1,51.0,,4.99,19.9800
41506,Teslo,2014,Mixels,Series 1,54.0,,4.99,22.0000
41507,Zaptor,2014,Mixels,Series 1,61.0,,4.99,23.0000
41508,Volectro,2014,Mixels,Series 1,70.0,,4.99,17.9900
41509,Slumbo,2014,Mixels,Series 2,61.0,,4.99,19.5000
41510,Lunk,2014,Mixels,Series 2,51.0,,4.99,12.9900
41511,Flurr,2014,Mixels,Series 2,46.0,,4.99,14.9312
41512,Chomly,2014,Mixels,Series 2,68.0,,4.99,15.0000
41513,Gobba,2014,Mixels,Series 2,57.0,,4.99,15.0000
41514,Jawg,2014,Mixels,Series 2,61.0,,4.99,18.0000
41515,Kraw,2014,Mixels,Series 2,70.0,,4.99,18.0000
41516,Tentro,2014,Mixels,Series 2,69.0,,4.99,3.2050
41517,Balk,2014,Mixels,Series 2,68.0,,4.99,15.0000
41518,Glomp,2014,Mixels,Series 3,64.0,,4.99,9.1900
41519,Glurt,2014,Mixels,Series 3,62.0,,4.99,9.4900
41520,Torts,2014,Mixels,Series 3,48.0,,4.99,9.1900
41521,Footi,2014,Mixels,Series 3,72.0,,4.99,13.9920
41522,Scorpi,2014,Mixels,Series 3,70.0,,4.99,15.0000
41523,Hoogi,2014,Mixels,Series 3,69.0,,4.99,15.0000
41524,Mesmo,2014,Mixels,Series 3,64.0,,4.99,9.9500
41525,Magnifo,2014,Mixels,Series 3,61.0,,4.99,8.9900
41526,Wizwuz,2014,Mixels,Series 3,70.0,,4.99,10.0000
42020,Twin Rotor Helicopter,2014,Technic,,145.0,,12.99,18.7830
42021,Snowmobile,2014,Technic,,186.0,,19.99,17.0000
42022,Hot Rod,2014,Technic,,414.0,,39.99,64.9700
42023,Construction Crew,2014,Technic,,833.0,,69.99,74.6774
42024,Container Truck,2014,Technic,,948.0,,79.99,135.0000
42025,Cargo Plane,2014,Technic,,1297.0,,139.99,299.9900
42026,Black Champion Racer,2014,Technic,,137.0,,19.99,50.0000
42027,Desert Racer,2014,Technic,,148.0,,19.99,23.0800
42028,Bulldozer,2014,Technic,,617.0,,49.99,128.0173
42029,Customised Pick-Up Truck,2014,Technic,,1063.0,,99.99,164.9500
42030,Volvo L350F Wheel Loader,2014,Technic,,1636.0,,249.99,332.8305
44015,EVO Walker,2014,HERO Factory,,51.0,4.0,9.99,
44016,JAW Beast vs. STORMER,2014,HERO Factory,,49.0,1.0,9.99,32.8220
44017,STORMER Freeze Machine,2014,HERO Factory,,88.0,3.0,14.99,
44018,FURNO Jet Machine,2014,HERO Factory,,79.0,2.0,14.99,
44019,ROCKA Stealth Machine,2014,HERO Factory,,89.0,2.0,14.99,
44020,FLYER Beast vs. BREEZ,2014,HERO Factory,,91.0,1.0,14.99,
44021,SPLITTER Beast vs. FURNO & EVO,2014,HERO Factory,,108.0,2.0,19.99,
44022,EVO XL Machine,2014,HERO Factory,,193.0,3.0,24.99,90.0000
44023,ROCKA Crawler,2014,HERO Factory,,49.0,2.0,9.99,
44024,TUNNELER Beast vs. SURGE,2014,HERO Factory,,59.0,1.0,9.99,
44025,BULK Drill Machine,2014,HERO Factory,,113.0,2.0,14.99,15.0000
44026,CRYSTAL Beast vs. BULK,2014,HERO Factory,,83.0,1.0,14.99,
44027,BREEZ Flea Machine,2014,HERO Factory,,102.0,2.0,14.99,
44028,SURGE & ROCKA Combat Machine,2014,HERO Factory,,188.0,4.0,24.99,
44029,"QUEEN Beast vs. FURNO, EVO & STORMER",2014,HERO Factory,,218.0,4.0,34.99,
5002122,TC-4,2014,Star Wars,Minifig Pack,3.0,1.0,,29.9700
5002126,Martian Manhunter ,2014,DC Comics Super Heroes,Justice League,4.0,1.0,0.0,11.9647
5002144,Dareth vs. Nindroid,2014,Ninjago,,10.0,2.0,4.99,28.0000
5002145,Rocket Raccoon,2014,Marvel Super Heroes,Guardians of the Galaxy,13.0,1.0,4.99,13.4900
5003097,Friends Collection 1,2014,Friends,Product Collection,412.0,,57.97,
5004076,2014 Target Minifigure Gift Set,2014,Promotional,,30.0,4.0,15.0,149.9900
5004259,Holiday Ornament Collection,2014,Seasonal,Christmas,,,47.94,
60032,Arctic Snowmobile,2014,City,Arctic,44.0,1.0,6.99,12.0000
60033,Arctic Ice Crawler,2014,City,Arctic,113.0,1.0,14.99,20.0000
60034,Arctic Helicrane,2014,City,Arctic,262.0,2.0,39.99,60.0000
60035,Arctic Outpost,2014,City,Arctic,374.0,3.0,49.99,
60036,Arctic Base Camp,2014,City,Arctic,733.0,7.0,89.99,148.4806
60041,Crook Pursuit,2014,City,Police,38.0,2.0,6.99,12.0000
60042,High Speed Police Chase,2014,City,Police,110.0,3.0,19.99,25.0000
60043,Prisoner Transporter,2014,City,Police,196.0,3.0,24.99,73.1956
60044,Mobile Police Unit,2014,City,Police,375.0,3.0,44.99,65.0000
60045,Police Patrol,2014,City,Police,408.0,3.0,44.99,93.5000
60046,Helicopter Surveillance,2014,City,Police,528.0,5.0,74.99,68.8200
60047,Police Station,2014,City,Police,854.0,7.0,99.99,159.9900
60048,Police Dog Unit,2014,City,Police,249.0,3.0,29.99,55.0000
60049,Helicopter Transporter,2014,City,Police,382.0,4.0,44.99,59.9900
60050,Train Station,2014,City,Trains,423.0,5.0,64.99,124.9900
60051,High-Speed Passenger Train,2014,City,Trains,610.0,3.0,149.99,185.0000
60052,Cargo Train,2014,City,Trains,888.0,4.0,199.99,250.0000
60053,Race Car,2014,City,Traffic,100.0,1.0,9.99,20.0000
60054,Light Repair Truck,2014,City,Traffic,95.0,1.0,9.99,25.1910
60055,Monster Truck,2014,City,Traffic,78.0,1.0,9.99,17.0000
60056,Tow Truck,2014,City,Traffic,227.0,1.0,19.99,60.0000
60057,Camper Van,2014,City,Traffic,195.0,2.0,19.99,59.4596
60058,SUV with Watercraft,2014,City,Traffic,219.0,2.0,19.99,30.0000
60059,Logging Truck,2014,City,Traffic,228.0,2.0,19.99,74.9900
60060,Auto Transporter,2014,City,Traffic,350.0,2.0,29.99,64.9900
60061,Airport Fire Truck,2014,City,Traffic,326.0,2.0,29.99,64.0000
60062,Arctic Icebreaker,2014,City,Arctic,717.0,7.0,129.99,
60063,City Advent Calendar,2014,City,Seasonal,218.0,7.0,29.99,41.9900
60064,Arctic Supply Plane,2014,City,Arctic,374.0,3.0,49.99,140.0000
66512,Rebels Co-Pack,2014,Star Wars,Product Collection,1163.0,,109.99,
70123,Lion Legend Beast,2014,Legends of Chima,Legend Beasts,120.0,1.0,9.99,24.9900
70124,Eagle Legend Beast,2014,Legends of Chima,Legend Beasts,104.0,1.0,9.99,18.7500
70125,Gorilla Legend Beast,2014,Legends of Chima,Legend Beasts,106.0,1.0,9.99,25.0000
70126,Crocodile Legend Beast,2014,Legends of Chima,Legend Beasts,121.0,1.0,9.99,24.9900
70127,Wolf Legend Beast,2014,Legends of Chima,Legend Beasts,110.0,1.0,9.99,24.9900
70128,Braptor's Wing Striker,2014,Legends of Chima,,146.0,2.0,14.99,16.0500
70129,Lavertus' Twin Blade,2014,Legends of Chima,,183.0,2.0,19.99,21.2500
70130,Sparratus' Spider Stalker,2014,Legends of Chima,,292.0,2.0,24.99,34.0000
70131,Rogon's Rock Flinger,2014,Legends of Chima,,257.0,3.0,29.99,
70132,Scorm's Scorpion Stinger,2014,Legends of Chima,,434.0,3.0,39.99,92.7920
70133,Spinlyn's Cavern,2014,Legends of Chima,,407.0,3.0,39.99,55.0000
70134,Lavertus' Outland Base,2014,Legends of Chima,,684.0,4.0,59.99,75.0000
70135,Cragger's Fire Striker,2014,Legends of Chima,,380.0,3.0,39.99,
70136,Banana Bash,2014,Legends of Chima,Speedorz,120.0,1.0,12.99,13.8500
70137,Bat Strike,2014,Legends of Chima,Speedorz,97.0,1.0,12.99,14.9900
70138,Web Dash,2014,Legends of Chima,Speedorz,78.0,1.0,12.99,18.9900
70139,Sky Launch,2014,Legends of Chima,Speedorz,111.0,1.0,12.99,20.0000
70140,Stinger Duel,2014,Legends of Chima,Speedorz,85.0,2.0,19.99,54.9900
70141,Vardy's Ice Vulture Glider,2014,Legends of Chima,,217.0,2.0,19.99,29.6100
70142,Eris' Fire Eagle Flyer,2014,Legends of Chima,,330.0,3.0,29.99,25.0000
70143,Sir Fangar's Sabre-Tooth Walker,2014,Legends of Chima,,415.0,3.0,39.99,36.3938
70144,Laval's Fire Lion,2014,Legends of Chima,,450.0,3.0,49.99,85.2940
70145,Maula's Ice Mammoth Stomper,2014,Legends of Chima,,604.0,6.0,89.99,124.9900
70146,Flying Phoenix Fire Temple,2014,Legends of Chima,,1301.0,7.0,119.99,
70147,Sir Fangar's Ice Fortress,2014,Legends of Chima,,670.0,5.0,69.99,
70149,Scorching Blades,2014,Legends of Chima,Speedorz,77.0,1.0,12.99,12.0900
70150,Flaming Claws,2014,Legends of Chima,Speedorz,74.0,1.0,12.99,10.0000
70151,Frozen Spikes,2014,Legends of Chima,Speedorz,77.0,1.0,12.99,13.5000
70155,Inferno Pit,2014,Legends of Chima,Speedorz,74.0,1.0,12.99,13.5000
70156,Fire vs. Ice,2014,Legends of Chima,Speedorz,102.0,2.0,19.99,18.2220
70160,Riverside Raid,2014,Ultra Agents,,88.0,2.0,11.99,16.1360
70161,Tremor Track Infiltration,2014,Ultra Agents,,241.0,2.0,19.99,33.9700
70162,Infearno Interception,2014,Ultra Agents,,313.0,2.0,29.99,40.0000
70163,Toxikita's Toxic Meltdown,2014,Ultra Agents,,429.0,4.0,39.99,44.9900
70164,Hurricane Heist,2014,Ultra Agents,,589.0,4.0,69.99,46.0000
70165,Ultra Agents Mission HQ,2014,Ultra Agents,,1060.0,5.0,99.99,149.3116
70206,CHI Laval,2014,Legends of Chima,Constraction,49.0,,14.99,
70207,CHI Cragger,2014,Legends of Chima,Constraction,58.0,,14.99,
70208,CHI Panthar,2014,Legends of Chima,Constraction,59.0,,14.99,
70209,CHI Mungus,2014,Legends of Chima,Constraction,64.0,,14.99,
70210,CHI Vardy,2014,Legends of Chima,Constraction,68.0,,14.99,
70211,CHI Fluminox,2014,Legends of Chima,Constraction,91.0,,19.99,
70212,CHI Sir Fangar,2014,Legends of Chima,Constraction,97.0,,19.99,
70720,Hover Hunter,2014,Ninjago,,79.0,2.0,11.99,29.8623
70721,Kai Fighter,2014,Ninjago,,196.0,2.0,19.99,54.9900
70722,OverBorg Attack,2014,Ninjago,,207.0,2.0,19.99,
70723,Thunder Raider,2014,Ninjago,,334.0,3.0,29.99,89.9910
70724,NinjaCopter,2014,Ninjago,,516.0,4.0,59.99,107.9910
70725,Nindroid MechDragon,2014,Ninjago,,691.0,5.0,89.99,146.9279
70726,Destructoid,2014,Ninjago,,253.0,3.0,34.99,
70727,X-1 Ninja Charger,2014,Ninjago,,426.0,3.0,39.99,
70728,Battle for Ninjago City,2014,Ninjago,,1223.0,8.0,119.99,215.0000
70800,Getaway Glider,2014,The LEGO Movie,,104.0,3.0,12.99,27.0000
70801,Melting Room,2014,The LEGO Movie,,122.0,3.0,12.99,20.4400
70802,Bad Cop's Pursuit,2014,The LEGO Movie,,314.0,2.0,29.99,37.3279
70803,Cloud Cuckoo Palace,2014,The LEGO Movie,,197.0,4.0,19.99,25.0000
70804,Ice Cream Machine,2014,The LEGO Movie,,344.0,3.0,29.99,35.0000
70805,Trash Chomper,2014,The LEGO Movie,,389.0,3.0,29.99,47.9900
70806,Castle Cavalry,2014,The LEGO Movie,,424.0,3.0,29.99,43.9900
70807,MetalBeard's Duel,2014,The LEGO Movie,,412.0,3.0,34.99,105.0000
70808,Super Cycle Chase,2014,The LEGO Movie,,514.0,5.0,49.99,59.0277
70809,Lord Business' Evil Lair,2014,The LEGO Movie,,738.0,7.0,69.99,65.0000
70810,MetalBeard's Sea Cow,2014,The LEGO Movie,,2741.0,5.0,249.99,390.3080
70811,The Flying Flusher,2014,The LEGO Movie,,351.0,3.0,29.99,37.0000
70812,Creative Ambush,2014,The LEGO Movie,,473.0,4.0,39.99,37.9900
70813,Rescue Reinforcements,2014,The LEGO Movie,,859.0,5.0,69.99,88.9350
70814,Emmet's Construct-o-Mech,2014,The LEGO Movie,,708.0,4.0,59.99,124.8069
70815,Super Secret Police Dropship,2014,The LEGO Movie,,854.0,8.0,79.99,103.9900
70816,"Benny's Spaceship, Spaceship, SPACESHIP!",2014,The LEGO Movie,,940.0,7.0,99.99,199.9708
71004,Calamity Drone,2014,Collectable Minifigures,The LEGO Movie Series,7.0,1.0,2.99,12.0000
